id,code,structure,pattern,pinyin,english,review,example,exampleTranslation,url
400,5.05.3,V 为 (wéi) N,,V wéi (wéi) N ,V as N,,在他看来，没有工作的生活就不能称其为生活。,"In his view, life without work cannot be called (as) life.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044265
401,5.05.4,V 起来,,V qilai ,V up,4.20.4 起来,地下水积蓄起来，越积越多。,The groundwater is store (up) and accumulates.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044266
402,5.05.4,藏起来/躲起来,,cáng qilai/ duǒ qilai ,V away,,刘丽知道自己做得不对，躲起来不敢见我。,"Liu Li knows that she is doing something wrong, and she hides [herself] away and does not dare to see me.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044266
403,5.06.1,替,,tì ,to replace,,见了外公，请替我向他问好。,"When you see my grandfather, please say hello to him (on my behalf).",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044269
404,5.06.1,替,,tì ,on behalf of,,李阳要去留学了，我们都替他高兴。,"Li Yang is going to study abroad, and we are all happy for him.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044269
405,5.06.2,说不定,,shuōbudìng ,uncertain,,这事儿经理已经同意了，只是出发的时间还说不定。,"The manager has already agreed, but the time of departure is still uncertain.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044271
406,5.06.2,说不定,,shuōbudìng ,maybe,"4.7.1 估计4.13.1 大概/也许
4.16.2 恐怕",别随随便便就说放弃，说不定下次就成功了。,"Don't just give up so easily, maybe you will succeed next time.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044271
407,5.06.3,N 似的,,N shìde ,like N,,我不敢相信这是真的，好像做梦似的。,"I can't believe this is true, it seems like a dream.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044272
408,5.06.3,A 得什么似的,,A dé shénme shìde ,so A (to an extreme),5.4.3 不得了,他背着重重的电脑包挤地铁，下班回到家累得什么似的。,"He squeezed into the [crowded] subway with [his] heavy computer bag, and he was so tired when he got home from work.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044272
409,5.06.4,纷纷 V,,fēnfēn V ,V in quick succession,,要下雨了， 路上的人纷纷往家里跑。,"It’s going to rain, and people on the road are running home (one after another in quick succession).",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044270
410,5.07.1,瞎,,xiā ,blind,,一天， 他让士兵们去找一头大象和一些出生时眼晴就瞎了的人回来。,"One day, he asked the soldiers to find an elephant and some people who were blind when they were born.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044274
411,5.07.1,瞎,,xiā ,thoughtlessly,,他会想办法的，你就别替他瞎担心了。,"He will find a way, you don't (thoughtlessly) worry about him.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044274
412,5.07.2,分别,,fēnbié ,to separate,,分别是暂时的，我们以后一定会再见。,The separation is temporary. We will definitely see each other again in the future.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044277
413,5.07.2,分别,,fēnbié ,difference,,我不知道这两种做法有什么分别。,I don't know the difference between the two approaches.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044277
414,5.07.2,分别,,fēnbié ,separately,第3课生词 “各自”,我分别找两个人打听了这件事，他们的说法都是一样的。,"I asked two people (separately) to ask about this, and they all said the same thing.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044277
415,5.07.2,分别,,fēnbié ,respectively,,砂岩和砾岩分别是砂和砾石固结的产物。,"Sandstone and conglomerate are the consolidated equivalent of sand and gravel, respectively.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044277
416,5.07.3,根,,gēn ,(measure word),,摸到尾巴的盲人说大象像一根绳子。,The blind man who touched the tail said that the elephant is like a rope.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044275
417,5.07.3,根,,gēn ,root,,这棵树的根又粗又长。,The root of this tree is thick and long.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044275
418,5.07.4,便,,biàn ,then,,楼上新买了一架钢琴，我们家便多了一些不安静。,"A new piano was bought upstairs, and then there were more noise (lit. unquiet) [heard] in our home.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044276
419,5.08.1,倒/反倒,,dǎo/ fǎndào ,contrary to logic,"4.17.1 倒
4.2.4 却",少年不解地问：“怎么勇敢反倒成为缺点了？”,"Puzzled, the teenager asked: ""How is it that bravery is a fault now (which is contrary to logic)?”",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044279
420,5.08.1,倒,,dǎo ,despite all,,质量倒是挺好，就是价格太贵了。,"(Despite all) the quality is (actually) pretty good, it’s just that the price is too expensive.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044279
421,5.08.1,倒,,dǎo ,for crying out loud,,你倒是说说看，这件事你不负责谁负责？,"Now you tell us, for crying out loud, if you’re not responsible for this, then who is?",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044279
422,5.08.2,V 来 V 去,,V lái V qù ,V around,,小狗追着自己的尾巴， 在草地上跑来跑去。,The dog chased his tail and ran around on the grass.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044280
423,5.08.3,要不/不然/要不然,,yàobù/ bùrán/ yàobùrán ,otherwise,4.11.2 否则,还好碰见你了，要不/不然/要不然我今天肯定要迟到了。,"Fortunately, I ran into you, otherwise I must have been late today.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044281
424,5.08.3,要不/不然/要不然,,yàobù/ bùrán/ yàobùrán ,why not try,,今天太晚了，要不/不然/要不然你明天再走吧。,"It’s too late today, why don’t (you) leave tomorrow instead?",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044281
425,5.08.4,彼此 V,,bǐcǐ V ,each other,HSK4第1课课文5生词“互相”,好朋友应该彼此帮助。,Good friends should help each other.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044282
426,5.08.4,彼此,,bǐcǐ ,(pronoun for 2 people),,我们彼此的爱好相同。,We (us two) have the same hobbies.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044282
427,5.08.4,彼此彼此,,bǐcǐbǐcǐ ,about the same,,咱们俩彼此彼此， 我画得比你好不了多少。,"We (the two of us) are pretty much the same, I can't paint much better than you.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044282
428,5.09.1,算,,suàn ,counts as,5.5.3 为 (wéi),这钱就算我借给你的，将来你有了的时候再还我。,"Let’s just say that the money is loaned to you, you can pay me back when you have [more money].",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044298
429,5.09.1,V 了/掉 算了,,V le/ diào suànle ,might as well V,,不就是一个空瓶子吗？扔掉算了。,Isn't it just an empty bottle? Might as well throw it away.,https://chinesezerotohero.teachable.com/courses/302461/lectures/5044298
430,5.09.2,作为 N,,zuòwéi N ,as N,,作为大作家、大学问家，鲁迅对吃很讲究。,"As a great writer and a great intellectual, Lu Xun is very particular about eating.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044299
431,5.09.3,曾经,,céngjīng ,once,,孔子曾经带着学生周游各国14年，传播他的思想。,"Confucius once took students around the country for 14 years, spreading his thoughts.",https://chinesezerotohero.teachable.com/courses/302461/lectures/5044300
432,5.10.1,毕竟,,bìjìng ,after all ,,虽然我们遇到了很多困难，但毕竟完成了任务。,"Although we have encountered a lot of difficulties, we have completed the task after all.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157349
433,5.10.2,逐渐,,zhújiàn ,gradually,,食物越来越少，老人不得不逐渐限制猴子的食量。,"With less and less food, the elderly have to gradually limit the amount of food they eat.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157347
434,5.10.3,或许,,huòxǔ ,maybe,4.13.1 大概，也许,虽然以前她不支持你，但或许这次会有变化。,"Although she did not support you before, maybe this time things will change.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157348
435,5.11.1,V 过来,,V guòlái ,V and recover,,过了半天，脑子才清醒过来。,"My head cleared up only after a long time, ",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157446
436,5.11.1,V 得过来 / V 不过来,,V dé guòlái / V bùguò lái ,can finish V / cannot finish V,,天上的星星那么多，谁数得过来呀？,"There are so many stars in the sky, who can count them (out)?",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157446
437,5.11.2,所,,suǒ ,(measure word for institutions),,他来自北京的一所大学。,He is from a university in Beijing.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157448
438,5.11.2,S + (所) + V + 的,,S + ( suǒ) + V + de ,what S V,,山水画(所)表现的是人与自然的关系。,What the landscape painting shows is the relationship between man and nature.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157448
439,5.11.2,有所 V,,yǒusuǒ V ,has/have V’ed ,,随着年龄的增大，女性的职场幸福感有所提高。,"As [their] age increases, women’s happiness at work has increased.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157448
440,5.11.2,无所 V,,wú suǒ V ,have nothing to V,,你要是坚持真理就可以无所畏惧。,"If you stick to the truth, you've nothing to fear.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157448
441,5.11.3,与 N 相当,,yǔ N xiāngdāng ,equivalent to N,,开车打电话的人的反应速度与醉酒者相当。,The reaction speed of the person who calls while driving is equivalent to a drunk.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157447
442,5.11.3,相当于 N,,xiāngdāngyú N ,equivalent to N,,这种鸟一天所食的害虫相当于自己的体重。,The pests that this bird eats a day are equivalent to its own weight.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157447
443,5.11.3,相当,,xiāngdāng ,quite,,菜的味道好极了，服务也周到，我相当满意。,"The dish is very delicious, the service is also thoughtful, I am quite satisfied.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157447
444,5.11.3,相当,,xiāngdāng ,considerable,,相当一部分人会以收入多少作为幸福的标准。,A considerable number of people will regard their income as a standard of happiness.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157447
445,5.11.4,数 (shǔ),,shǔ (shǔ) ,to count,,我大概数了一下，车上有32个学生。,"I roughly counted it, there are 32 students in the vehicle.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157449
446,5.11.4,数 (shǔ),,shǔ (shǔ) ,to be reckoned as,,要说我们班跑得最快的，那就数李阳了。,"If we were to discuss who our class runs the fastest, then it’s no other than Li Yang.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157449
447,5.11.4,数 (shù),,shǔ (shù) ,several,,这里夏季的雷阵雨一般可持续数小时或者更久的时间。,The thunderstorms in summer here generally last for several hours or longer.,https://chinesezerotohero.teachable.com/courses/302482/lectures/5157449
448,5.12.1,以及,,yǐjí ,and,,学校的领导、教师以及一些学生代表观看了演出。,"School leaders, teachers, and some student representatives watched the show.",https://chinesezerotohero.teachable.com/courses/302482/lectures/5157510
